"loan_amnt","title","int_rate","term","loan_status","emp_length","home_ownership","annual_inc","dti","pub_rec","mo_sin_old_rev_tl_op","mo_sin_old_il_acct","total_acc","open_acc","mort_acc","delinq_2yrs","inq_last_12m","all_util","revol_util","revol_bal","tot_cur_bal","total_bal_ex_mort","grade"
20000,"Vacation",0.0767924321131082," 36 months","Current","6 years","OWN",50000,18.1,0,460,77,15,7,0,0,0,36,0.126,3091,19216,19216,"A"
16000,"Other",0.254310292182583," 60 months","Current","9+ years","RENT",60000,35.83,0,177,128,49,25,2,0,1,48,0.144,7910,56635,56635,"E"
8500,"Debt consolidation",0.107305451806821," 36 months","Current","4 years","MORTGAGE",45000,27.52,0,101,111,36,6,2,0,0,62,0.236,2316,237440,79585,"B"
8900,"Other",0.119103351132362," 36 months","Current","9+ years","RENT",46500,2.37,0,43,0,7,6,0,0,0,16,0.156,2235,2235,2235,"B"
16000,"Credit card refinancing",0.0920099808249157," 60 months","Current","2 years","MORTGAGE",92897,17.87,0,189,122,16,10,1,1,0,61,0.768,12672,340639,61630,"A"
10000,"Debt consolidation",0.210119127354561," 36 months","Current","< 1 year","MORTGAGE",150000,16.94,1,329,153,23,14,3,2,5,44,0.666,14996,308911,59709,"D"
5000,"Debt consolidation",0.184597294308292," 36 months","Current","2 years","RENT",30000,26.16,0,45,28,5,5,0,0,0,73,0.835,8097,18561,18561,"D"
17500,"Debt consolidation",0.148673999901209," 60 months","Current","< 1 year","MORTGAGE",24000,10.55,0,27,42,5,5,0,0,1,55,0.354,2764,7252,7252,"C"
5000,"Credit card refinancing",0.072383013615082," 36 months","Current","4 years","MORTGAGE",40000,12.87,0,103,21,11,10,0,0,0,34,0.32,15187,18625,18625,"A"
5000,"Credit card refinancing",0.114029483606364," 36 months","Current","9+ years","MORTGAGE",60000,12.88,0,165,103,19,10,0,0,1,48,0.357,7743,15321,15321,"B"
12000,"Debt consolidation",0.165406330821081," 36 months","Current","9+ years","MORTGAGE",60000,16.58,0,148,144,16,10,2,1,1,74,0.575,9826,124854,34718,"C"
22000,"Credit card refinancing",0.164024536351068," 36 months","Current","9+ years","RENT",92000,13.49,0,142,9,11,7,0,0,5,81,0.755,21831,42666,42666,"C"
12000,"Other",0.244818470933172," 60 months","Current","9+ years","RENT",40000,2.67,0,117,96,10,5,0,0,1,47,0.466,4290,4290,4290,"E"
5000,"Debt consolidation",0.0897263395820279," 36 months","Current","9+ years","OWN",72000,18.37,0,144,139,22,15,2,1,2,67,0.546,13260,358737,84846,"A"
3200,"Major purchase",0.0855954499802552," 36 months","Current","9+ years","RENT",39000,38.06,0,166,154,37,11,1,0,2,73,0.437,8268,29963,29963,"A"
16550,"Credit card refinancing",0.253434933663905," 60 months","Current","2 years","RENT",40000,24.18,1,122,123,31,9,0,0,7,68,0.143,2757,45547,45547,"E"
5000,"Credit card refinancing",0.164779244153155," 36 months","Current","9+ years","RENT",44000,20.38,0,149,99,17,10,0,0,2,51,0.51,7911,20997,21000,"C"
25000,"Debt consolidation",0.0830057283785194," 60 months","Current","< 1 year","MORTGAGE",83000,19.75,0,256,110,31,22,2,0,2,33,0.213,13788,282645,32994,"A"
19075,"Credit card refinancing",0.0697925949477591," 36 months","Current","9+ years","MORTGAGE",90000,28.59,0,272,78,24,14,4,0,0,45,0.377,20452,188194,48277,"A"
9400,"Home improvement",0.0789116471350659," 36 months","Current","3 years","OWN",55500,15.29,0,95,80,25,19,0,0,2,38,0.124,6578,36253,36253,"A"
20000,"Debt consolidation",0.13048032807752," 60 months","Current","8 years","MORTGAGE",44000,11.35,0,220,14,12,7,3,0,1,63,0.435,5267,204577,13971,"B"
4200,"Medical expenses",0.137871349570015," 36 months","Current","< 1 year","MORTGAGE",150000,13.82,0,259,21,13,7,1,1,3,67,0.67,11373,242195,37148,"C"
5000,"Debt consolidation",0.110693978899298," 36 months","Current","2 years","MORTGAGE",32000,5.14,0,186,154,6,3,0,0,0,28,0.277,5124,5124,5124,"B"
2000,"Credit card refinancing",0.137226374877058," 36 months","Current","9+ years","RENT",35000,11.04,0,39,129,6,4,0,0,0,69,0.653,4049,7734,7734,"C"
10000,"Debt consolidation",0.0770516195793403," 36 months","Current","5 years","OWN",95360,26.08,0,154,121,24,13,2,0,0,45,0.411,16837,394701,44122,"A"
10000,"Credit card refinancing",0.184250570675754," 36 months","Current","7 years","OWN",84996,27.14,1,80,132,21,13,0,0,1,60,0.25,9233,89684,89684,"D"
12000,"Debt consolidation",0.0667276607018663," 36 months","Current","3 years","RENT",213000,9.04,1,428,149,30,15,1,1,1,62,0.378,12478,49832,49832,"A"
25000,"Debt consolidation",0.136482934216177," 60 months","Current","5 years","MORTGAGE",85000,11.56,1,379,16,20,10,3,0,0,67,0.264,4034,25163,25163,"C"
5000,"Credit card refinancing",0.0683750362395542," 36 months","Current","6 years","MORTGAGE",80000,9.2,0,143,74,24,14,0,0,4,32,0.288,5452,10473,10473,"A"
27000,"Credit card refinancing",0.0866394268111093," 36 months","Current","< 1 year","OWN",275000,13.15,0,279,153,12,6,1,0,0,40,0.52,35706,66303,66303,"A"
12000,"Debt consolidation",0.105509585489123," 36 months","Current","9+ years","MORTGAGE",96000,9.38,0,42,222,10,4,2,0,0,77,0.75,8473,248713,28045,"B"
3400,"Credit card refinancing",0.0727257584878476," 36 months","Current","9+ years","RENT",59000,14.63,0,152,156,12,7,0,0,1,47,0.363,12053,40590,40590,"A"
9600,"Credit card refinancing",0.0764964605254587," 36 months","Current","5 years","OWN",35000,13.13,0,66,19,15,8,0,0,1,39,0.358,9063,11312,11312,"A"
16000,"Other",0.150119034040999," 36 months","Current","9+ years","RENT",150000,17.94,0,205,159,29,24,0,0,3,56,0.592,43721,57465,57465,"C"
10000,"Debt consolidation",0.14619435304862," 36 months","Current","3 years","RENT",48000,25.05,0,109,31,32,22,0,0,0,40,0.285,10628,22402,22402,"C"
7500,"Debt consolidation",0.0899246291535906," 36 months","Current","6 years","RENT",135000,0.67,0,41,73,6,4,0,0,1,10,0.103,1331,1331,1331,"A"
3300,"Debt consolidation",0.152462626132229," 36 months","Current","3 years","RENT",40000,17.75,0,157,65,6,5,0,0,0,25,0.981,3334,7296,7296,"C"
24600,"Debt consolidation",0.189512248308375," 60 months","Current","3 years","MORTGAGE",150000,16.26,0,143,167,21,15,0,0,3,61,0.324,4307,77689,77689,"D"
15000,"Credit card refinancing",0.127836481234361," 36 months","Current","< 1 year","OWN",60000,10.25,0,190,135,25,17,1,0,1,82,0.397,14424,63537,63537,"B"
30000,"Debt consolidation",0.0747713161345106," 36 months","Current","9+ years","RENT",83000,28.05,0,156,187,61,28,0,0,0,67,0.466,27240,116375,116375,"A"
3600,"Home improvement",0.150375381862558," 36 months","Current","9+ years","RENT",123000,15.37,0,143,149,35,26,0,0,4,27,0.17,16042,65489,65489,"C"
10000,"Debt consolidation",0.211701645429106," 60 months","Current","9+ years","OWN",30000,35.76,1,260,120,38,19,1,0,4,32,0.118,4616,22883,22883,"D"
12000,"Debt consolidation",0.0683947977377335," 36 months","Current","7 years","OWN",55000,17.21,0,202,116,21,14,0,3,1,56,0.416,16760,33609,33609,"A"
5000,"Debt consolidation",0.081565281890193," 36 months","Current","9+ years","RENT",42000,15.71,0,226,107,31,7,0,0,0,33,0.348,3862,4372,4372,"A"
10000,"Debt consolidation",0.194743185504084," 60 months","Current","9+ years","MORTGAGE",40000,10.14,1,102,137,20,9,0,0,1,35,0.084,1240,8048,8048,"D"
17000,"Debt consolidation",0.129054736580653," 60 months","Late","9+ years","MORTGAGE",114000,13.31,0,155,127,35,16,5,2,4,49,0.375,10562,303642,30554,"B"
7500,"Credit card refinancing",0.165844675504812," 36 months","Current","9+ years","RENT",145000,16.62,1,175,111,20,10,1,3,4,59,0.576,4549,42269,42269,"C"
15500,"Debt consolidation",0.114830316416477," 60 months","Current","9+ years","MORTGAGE",64000,38.65,0,313,152,35,17,5,0,5,46,0.266,21344,203202,94998,"B"
3000,"Debt consolidation",0.0883504278441193," 36 months","Current","9+ years","MORTGAGE",1e+05,1.04,0,56,217,14,6,1,0,1,13,0.126,2199,511471,62024,"A"
20000,"Debt consolidation",0.0699908795198891," 60 months","Current","6 years","MORTGAGE",110000,15.79,0,64,209,27,20,1,0,1,49,0.28,22115,166283,61851,"A"
28000,"Debt consolidation",0.200421431134501," 60 months","Current","9+ years","MORTGAGE",81000,24.33,0,242,183,15,7,2,2,1,85,0.85,35470,330278,76123,"D"
20000,"Debt consolidation",0.147218753502634," 60 months","Current","9+ years","MORTGAGE",55162,30.03,0,369,163,32,11,1,0,2,29,0.021,36398,76267,76267,"C"
7000,"Credit card refinancing",0.0788432413214119," 36 months","Current","9+ years","RENT",63336,24.44,0,237,76,13,7,0,0,0,42,0.206,7101,30993,30993,"A"
25000,"Debt consolidation",0.108053111414006," 60 months","Current","< 1 year","MORTGAGE",65000,19.52,0,209,157,37,9,4,0,5,77,0.682,29874,89159,89159,"B"
24000,"Credit card refinancing",0.0865210746353492," 60 months","Current","3 years","MORTGAGE",140000,29.61,0,109,159,49,14,5,0,3,56,0.388,28280,712312,340048,"A"
6500,"Debt consolidation",0.0686568976093782," 36 months","Current","6 years","MORTGAGE",54000,22.13,0,120,123,42,22,4,0,4,67,0.225,6519,268151,76651,"A"
20000,"Debt consolidation",0.0654373099633027," 36 months","Current","9+ years","OWN",90000,29.64,0,151,125,30,19,0,0,2,49,0.53,37612,88788,88788,"A"
10000,"Credit card refinancing",0.0673405354497256," 36 months","Current","9+ years","RENT",70000,18.33,0,157,148,39,12,2,0,1,84,0.814,24005,62207,33235,"A"
12500,"Debt consolidation",0.21426746516556," 60 months","Current","1 year","MORTGAGE",80000,18.8,0,379,49,38,13,0,0,3,56,0.401,5779,24569,24569,"D"
5000,"Debt consolidation",0.113264867316606," 36 months","Current","7 years","RENT",40000,27.06,0,71,135,12,11,0,0,1,49,0.49,4673,28797,28797,"B"
12000,"Debt consolidation",0.0790061227438506," 36 months","Current","5 years","RENT",50000,17.04,0,65,50,11,10,0,0,0,26,0.13,4294,15886,15886,"A"
14000,"Credit card refinancing",0.118322223782423," 36 months","Current","1 year","RENT",80000,9.48,0,54,7,6,6,0,0,1,54,0.445,12593,19717,19717,"B"
12000,"Debt consolidation",0.0887748405458638," 36 months","Current","8 years","RENT",130000,7.95,0,257,129,27,16,0,0,3,58,0.521,12655,19956,19956,"A"
24000,"Credit card refinancing",0.0873833923693513," 36 months","Current","2 years","RENT",115000,15.1,0,136,38,14,7,0,0,1,47,0.446,22498,36869,36869,"A"
12000,"Debt consolidation",0.115385096619511," 36 months","Current","8 years","OWN",53000,25.7,0,192,135,23,13,0,0,4,47,0.179,4531,28448,28448,"B"
2500,"Debt consolidation",0.105211320794001," 36 months","Current","1 year","RENT",1e+05,18.83,0,173,171,28,10,1,0,0,54,0.666,12851,233313,49310,"B"
32000,"Major purchase",0.122740441070055," 60 months","Current","9+ years","RENT",35000,13.31,0,180,151,13,7,1,0,0,49,0.491,15229,15229,15229,"B"
5000,"Credit card refinancing",0.10100339501393," 36 months","Current","9+ years","MORTGAGE",67000,24.45,0,206,185,18,7,1,2,1,81,0.652,4628,119925,58872,"B"
12000,"Credit card refinancing",0.0652127267065458," 36 months","Current","9+ years","MORTGAGE",45000,25.6,0,205,90,16,5,2,0,2,74,0.681,9870,191746,41727,"A"
6000,"Credit card refinancing",0.130270405931468," 36 months","Current","9+ years","MORTGAGE",80000,28.8,0,141,183,30,15,4,1,0,55,0.57,29408,168931,73530,"B"
18850,"Credit card refinancing",0.181898614725261," 36 months","Current","< 1 year","RENT",125000,19.43,0,121,188,16,7,0,1,1,59,0.513,18477,67069,67069,"D"
1800,"Credit card refinancing",0.0898829157800879," 36 months","Current","9+ years","RENT",15000,18.64,0,137,24,16,11,0,0,2,12,0.083,1411,2230,2230,"A"
25000,"Debt consolidation",0.118855130445678," 60 months","Current","4 years","MORTGAGE",175000,7.89,0,141,135,23,12,2,2,1,42,0.368,30277,671526,41196,"B"
5000,"Debt consolidation",0.0650035440266598," 36 months","Current","9+ years","MORTGAGE",58000,33.42,0,285,188,52,30,1,0,0,14,0.162,19171,235795,41795,"A"
3200,"Debt consolidation",0.114131433148426," 36 months","Current","2 years","RENT",40000,11.22,0,46,26,6,5,0,0,0,49,0.215,2963,14715,14715,"B"
39500,"Debt consolidation",0.0611543242734857," 60 months","Current","9+ years","MORTGAGE",160000,21.52,0,347,80,22,10,4,0,0,62,0.617,36943,648510,140003,"A"
16500,"Debt consolidation",0.0690258555574575," 36 months","Current","1 year","MORTGAGE",120000,7.28,0,95,104,18,15,0,0,0,73,0.179,7808,92425,92425,"A"
1000,"Other",0.164134146289993," 36 months","Current","6 years","RENT",21000,10.23,0,112,135,22,6,0,0,1,97,0.571,4114,33670,33670,"C"
16000,"Other",0.254924646703037," 60 months","Current","9+ years","MORTGAGE",120000,4.23,0,310,34,6,5,1,1,5,59,0.585,8183,444869,14758,"E"
8000,"Debt consolidation",0.148536526785977," 36 months","Current","9+ years","MORTGAGE",71000,15.3,0,241,19,14,11,0,0,1,59,0.499,13129,23869,23869,"C"
18000,"Debt consolidation",0.089781387194898," 36 months","Current","9+ years","MORTGAGE",70000,18.62,0,131,188,24,7,7,0,4,72,0.577,8079,169776,50183,"A"
15000,"Credit card refinancing",0.209999839412607," 36 months","Current","1 year","RENT",28000,17.32,0,133,0,5,3,0,0,0,90,0.896,15590,15590,15590,"D"
14400,"Debt consolidation",0.170558060006145," 60 months","Current","9+ years","MORTGAGE",104000,30.99,0,398,132,37,18,3,0,0,54,0.736,35979,359829,55516,"C"
20000,"Debt consolidation",0.0633294998806901," 36 months","Current","9+ years","OWN",89000,18.81,0,289,124,71,39,0,0,0,22,0.183,37259,51240,51240,"A"
4700,"Credit card refinancing",0.0768122413142351," 36 months","Current","1 year","MORTGAGE",70000,3.58,0,438,162,40,11,3,0,5,20,0.147,4977,72922,7085,"A"
10000,"Debt consolidation",0.163808037180663," 36 months","Current","9+ years","RENT",70000,8.51,0,56,141,8,7,0,0,0,59,0.766,7045,13532,13532,"C"
9000,"Debt consolidation",0.140545211702725," 36 months","Current","3 years","RENT",27000,8.93,0,52,51,5,5,0,0,0,92,0.633,7338,44092,44092,"C"
8000,"Credit card refinancing",0.122576267142897," 36 months","Current","7 years","MORTGAGE",85000,23.61,0,324,123,29,11,0,0,1,44,0.472,29038,103435,103435,"B"
15000,"Credit card refinancing",0.107282731718547," 36 months","Current","3 years","OWN",72000,21.48,0,52,85,15,15,0,0,0,80,0.865,13840,64085,64085,"B"
4000,"Credit card refinancing",0.116607481895597," 36 months","Current","1 year","OWN",20000,29.29,0,119,17,7,5,0,0,2,70,0.422,3672,19372,19372,"B"
40000,"Debt consolidation",0.134595408977778," 60 months","Current","9+ years","MORTGAGE",106000,29.16,0,191,202,37,21,0,0,5,47,0.234,12275,83097,83097,"B"
15400,"Business",0.0692335749501828," 36 months","Current","< 1 year","RENT",198085,2.49,0,268,72,9,4,0,0,0,38,0.008,233,19643,19643,"A"
6000,"Credit card refinancing",0.106293125814595," 36 months","Current","5 years","RENT",37000,18.33,0,110,121,33,15,0,0,4,81,0.414,8405,47735,47735,"B"
20000,"Credit card refinancing",0.064305578452209," 36 months","Current","< 1 year","MORTGAGE",1e+05,7.75,0,410,118,22,6,2,1,0,56,0.557,31839,277550,31839,"A"
10000,"Debt consolidation",0.147787903625797," 36 months","Current","9+ years","RENT",49200,28.78,0,112,277,40,21,0,0,0,70,0.831,19768,41969,41969,"C"
22000,"Credit card refinancing",0.0762882274436066," 36 months","Current","9+ years","MORTGAGE",60000,36.06,0,339,252,22,15,1,0,2,33,0.335,21163,156260,53806,"A"
12000,"Credit card refinancing",0.182455345306941," 36 months","Current","9+ years","RENT",52000,25.32,0,278,138,10,7,0,0,0,69,0.969,12400,32327,32327,"D"
10000,"Debt consolidation",0.0896741987258662," 36 months","Current","9+ years","MORTGAGE",73000,16.98,1,104,150,25,15,5,0,2,39,0.266,7955,226657,26244,"A"
24000,"Debt consolidation",0.182018864133442," 60 months","Current","9+ years","RENT",110000,38.12,0,431,137,34,19,0,0,2,77,0.77,71786,111451,111451,"D"
5000,"Debt consolidation",0.184805000037351," 36 months","Current","< 1 year","MORTGAGE",55000,21.65,0,36,178,16,13,1,0,7,63,0.161,4579,195057,44080,"D"
5000,"Debt consolidation",0.123048849396524," 36 months","Current","9+ years","RENT",88000,14.21,0,169,64,16,6,0,0,7,71,0.129,1314,28344,28344,"B"
10000,"Business",0.147413157124934," 60 months","Current","< 1 year","OWN",279000,8.43,0,77,123,25,10,0,0,8,38,0.341,7366,58972,58972,"C"
3000,"Other",0.163786671204469," 36 months","Current","9+ years","RENT",70000,1.03,0,43,120,19,6,1,3,4,8,0.08,592,592,592,"C"
12000,"Debt consolidation",0.065520005342341," 36 months","Current","2 years","RENT",58000,5.21,0,77,0,4,3,0,0,1,46,0.462,10998,10998,10998,"A"
35000,"Debt consolidation",0.0822030295595527," 36 months","Current","9+ years","RENT",145000,21.43,0,168,146,51,20,0,0,0,53,0.628,36349,70582,70582,"A"
12000,"Debt consolidation",0.150370694746077," 60 months","Current","5 years","MORTGAGE",150000,5.7,0,220,149,27,6,1,1,1,44,0.18,4291,22972,22972,"C"
30000,"Debt consolidation",0.101795160474442," 36 months","Current","4 years","MORTGAGE",212000,18.52,0,566,177,42,20,4,0,10,38,0.267,25186,743473,276342,"B"
5000,"Home improvement",0.166475909684529," 36 months","Current","9+ years","MORTGAGE",92688,18.94,1,169,148,35,15,3,0,4,66,0.657,11173,429417,212858,"C"
4800,"Debt consolidation",0.0833643443207024," 36 months","Current","9+ years","OWN",77000,32.15,0,182,56,19,12,3,0,0,54,0.09,2959,378102,61775,"A"
5000,"Home improvement",0.213365725692804," 36 months","Current","5 years","RENT",35500,28.43,0,87,54,9,5,0,0,0,66,0.824,7250,25094,25094,"D"
35000,"Home improvement",0.235408864491619," 60 months","Current","3 years","RENT",210000,13.22,0,291,158,16,8,1,0,6,45,0.655,27686,137719,49589,"E"
15000,"Credit card refinancing",0.139697621319117," 60 months","Current","< 1 year","OWN",80000,4.97,1,277,151,13,5,1,0,1,54,0.538,10916,10916,10916,"C"
4800,"Debt consolidation",0.108009850460268," 36 months","Current","3 years","MORTGAGE",80000,14.48,0,93,68,25,18,2,0,4,32,0.292,5989,201363,35430,"B"
2500,"Credit card refinancing",0.0882050344022224," 36 months","Current","9+ years","RENT",35000,29.7,0,147,142,14,11,0,0,3,41,0.29,3218,56175,56175,"A"
10000,"Credit card refinancing",0.0742497506487649," 36 months","Current","9+ years","MORTGAGE",89000,15.4,0,124,108,31,16,1,2,1,48,0.483,9362,115595,17469,"A"
30000,"Debt consolidation",0.151369580957852," 60 months","Current","4 years","MORTGAGE",180000,17.09,0,97,122,14,7,1,0,3,40,0,0,292436,106731,"C"
12000,"Credit card refinancing",0.14597185803093," 36 months","Current","2 years","RENT",1e+05,23.72,0,174,165,14,9,0,0,2,66,0.636,42364,82867,82867,"C"
40000,"Debt consolidation",0.118200960974558," 60 months","Current","9+ years","MORTGAGE",229000,10.84,0,391,169,41,25,1,0,3,81,0.63,40031,396521,96073,"B"
8000,"Credit card refinancing",0.0853713795866584," 36 months","Current","1 year","RENT",70000,4.95,0,71,66,14,6,0,0,1,54,0.535,9579,9579,9579,"A"
11000,"Credit card refinancing",0.0893267245457042," 36 months","Current","4 years","RENT",40000,28.17,0,59,84,21,16,2,0,1,45,0.301,10939,119378,37321,"A"
3025,"Other",0.19016345814974," 36 months","Current","9+ years","MORTGAGE",78000,20.58,0,200,196,22,13,4,1,0,66,0.721,19241,190258,47044,"D"
15000,"Credit card refinancing",0.162211795575777," 60 months","Current","8 years","MORTGAGE",55000,28.02,0,95,24,14,5,1,0,1,86,0.788,12135,242183,41719,"C"
15000,"Debt consolidation",0.108337977791484," 36 months","Current","9+ years","MORTGAGE",76347,16.27,0,135,142,21,10,1,0,0,58,0.571,12282,120852,33204,"B"
12000,"Debt consolidation",0.0892794084537541," 36 months","Current","5 years","MORTGAGE",115000,17.06,0,203,230,26,10,1,0,1,27,0.23,10997,24802,24802,"A"
35000,"Debt consolidation",0.22513843223406," 60 months","Current","8 years","RENT",65000,23.98,0,40,79,10,8,0,0,9,80,0.427,2817,57182,57182,"D"
15000,"Debt consolidation",0.204650456268154," 60 months","Current","2 years","RENT",55000,17.91,0,252,99,14,6,0,0,0,64,0.684,19766,24047,24047,"D"
19200,"Credit card refinancing",0.161818806820293," 36 months","Current","9+ years","OWN",75000,28.32,0,98,127,27,12,1,1,2,43,0.505,11926,42202,42202,"C"
25000,"Debt consolidation",0.128953288992005," 36 months","Current","< 1 year","RENT",72000,7.01,0,57,0,6,3,0,0,0,64,0.52,9619,16513,16513,"B"
16000,"Debt consolidation",0.151421271579503," 36 months","Current","9+ years","MORTGAGE",85000,6.65,0,246,153,53,22,5,0,2,42,0.422,19254,90331,19254,"C"
19200,"Business",0.0821235179576092," 36 months","Current","9+ years","OWN",80000,15.38,0,139,13,11,10,0,0,4,43,0.165,2769,22701,22701,"A"
18000,"Credit card refinancing",0.104524146963214," 36 months","Current","5 years","RENT",55000,14.18,0,132,176,20,8,0,0,0,74,0.993,17982,145297,145297,"B"
24000,"Debt consolidation",0.213345887245354," 60 months","Current","5 years","RENT",115000,12.4,0,423,146,20,9,1,1,1,38,0.068,675,21489,21489,"D"
13000,"Credit card refinancing",0.104314895168948," 36 months","Current","< 1 year","MORTGAGE",45000,25.52,0,59,111,21,12,1,0,2,74,0.364,11063,254683,108999,"B"
7150,"Debt consolidation",0.0725228957704036," 36 months","Current","2 years","MORTGAGE",32000,6.86,0,82,134,10,6,0,0,0,21,0.157,6307,9529,9529,"A"
9600,"Debt consolidation",0.123286047715228," 36 months","Current","9+ years","MORTGAGE",145000,8.45,0,185,112,30,6,2,1,3,61,0.61,12474,313919,35623,"B"
12000,"Debt consolidation",0.236115243245149," 36 months","Current","< 1 year","MORTGAGE",80000,20.06,0,37,21,10,8,2,0,4,69,0.61,84054,278471,104187,"E"
5000,"Vacation",0.202293571539968," 36 months","Current","9+ years","RENT",55000,30.79,0,45,34,13,9,0,0,1,73,0.138,2344,60904,60904,"D"
3000,"Other",0.21340722196186," 36 months","Current","3 years","RENT",40000,12.51,0,60,49,5,5,0,0,0,68,0.477,2960,16209,16209,"D"
35000,"Credit card refinancing",0.122213827625383," 60 months","Current","9+ years","MORTGAGE",165000,27.66,0,107,57,25,18,0,0,2,71,0.756,53072,125217,125217,"B"
10000,"Other",0.184833239054121," 36 months","Current","3 years","RENT",1e+05,11.26,0,95,30,16,9,0,0,0,64,0.484,8180,31532,31532,"D"
20000,"Debt consolidation",0.120274733131751," 60 months","Current","8 years","MORTGAGE",70000,16.25,0,233,175,32,18,0,0,0,31,0.279,16147,81861,81861,"B"
22000,"Other",0.0786180748959072," 60 months","Current","9+ years","MORTGAGE",55000,2.18,0,376,128,21,8,2,0,0,14,0.143,6310,159636,6310,"A"
30000,"Debt consolidation",0.274369709427864," 60 months","Current","9+ years","MORTGAGE",74200,23.37,0,130,154,22,13,1,0,0,28,0.368,12959,68880,21946,"E"
10000,"Debt consolidation",0.0898486490362789," 36 months","Current","2 years","RENT",31000,5.19,0,43,27,10,7,0,0,4,21,0.207,9906,9906,9906,"A"
9000,"Credit card refinancing",0.093041058232449," 36 months","Current","6 years","RENT",35000,28.43,0,69,52,21,12,0,0,3,55,0.248,10339,40510,40510,"A"
10000,"Credit card refinancing",0.0871947369576897," 60 months","Current","9+ years","MORTGAGE",120000,6.24,1,55,102,21,18,2,0,8,32,0.319,24345,513970,24345,"A"
12000,"Debt consolidation",0.12284475064103," 36 months","Current","6 years","RENT",76800,16.81,0,208,137,15,12,0,0,0,67,0.478,11895,41702,41702,"B"
6000,"Debt consolidation",0.19149393660666," 36 months","Current","9+ years","MORTGAGE",65000,10.04,0,211,192,23,11,1,0,0,85,0.734,4329,116177,49384,"D"
17100,"Credit card refinancing",0.106984570163465," 36 months","Current","8 years","RENT",70000,29.85,1,80,86,32,17,2,0,2,53,0.218,16913,77135,77135,"B"
36000,"Debt consolidation",0.0834782947780099," 36 months","Current","9+ years","RENT",95000,14.3,0,61,109,19,12,1,1,1,31,0.21,17694,39521,39521,"A"
22500,"Credit card refinancing",0.0759325538694626," 60 months","Current","5 years","OWN",35000,15.57,0,410,63,16,11,0,0,4,36,0.364,22785,22785,22785,"A"
7000,"Debt consolidation",0.193410701972642," 36 months","Current","6 years","OWN",98000,38.97,0,158,137,20,15,1,0,3,65,0.657,86582,167750,167750,"D"
6400,"Credit card refinancing",0.113142159191216," 36 months","Current","< 1 year","RENT",78000,12.68,0,256,70,10,6,0,0,4,51,0.613,8091,18805,18805,"B"
30000,"Debt consolidation",0.111957568427222," 36 months","Current","1 year","RENT",85000,22.72,0,137,144,27,13,0,0,1,68,0.68,34791,244337,244337,"B"
12000,"Debt consolidation",0.122336672356701," 36 months","Current","< 1 year","MORTGAGE",1e+05,2.06,0,159,156,27,8,1,1,4,24,0.244,3738,414334,61888,"B"
15000,"Debt consolidation",0.0869326845519012," 60 months","Current","9+ years","MORTGAGE",50000,8.86,0,300,136,13,6,3,0,2,67,0.665,15365,147280,15365,"A"
10000,"Debt consolidation",0.14581409389996," 36 months","Current","3 years","RENT",95000,13.11,0,122,122,38,22,0,0,2,93,0.417,6715,121604,121604,"C"
7500,"Debt consolidation",0.0661730758465361," 36 months","Current","8 years","OWN",34264,7.88,0,332,56,9,4,0,0,1,22,0.217,7582,7582,7582,"A"
25000,"Debt consolidation",0.0827883649337804," 36 months","Current","9+ years","MORTGAGE",120000,23.14,0,239,176,35,25,0,0,1,35,0.063,6700,64794,64794,"A"
5000,"Debt consolidation",0.112676716182986," 36 months","Current","2 years","MORTGAGE",50000,4.3,0,128,130,10,5,1,0,2,65,0.645,5674,183041,5674,"B"
28000,"Debt consolidation",0.146447021725052," 60 months","Current","5 years","MORTGAGE",120000,20.37,0,137,130,27,15,2,1,3,16,0.16,4088,354880,73043,"C"
8400,"Debt consolidation",0.174178354580561," 36 months","Current","4 years","MORTGAGE",49000,19.01,1,256,156,20,9,1,0,1,51,0.628,6282,14586,14586,"C"
7000,"Debt consolidation",0.235793310724199," 36 months","Current","9+ years","RENT",120000,17.38,1,255,149,22,10,0,0,2,60,0.797,13309,51874,51874,"E"
19000,"Debt consolidation",0.164664683697606," 36 months","Current","9+ years","MORTGAGE",64000,16.39,0,134,123,53,15,0,1,7,49,0.26,15215,42898,42898,"C"
6000,"Debt consolidation",0.23478407292522," 36 months","Current","1 year","MORTGAGE",66500,4.26,0,39,0,4,4,0,0,0,89,0.887,4877,4877,4877,"E"
5000,"Debt consolidation",0.118456983570126," 36 months","Current","2 years","RENT",70000,13.53,0,149,54,7,3,0,0,2,46,0.805,7329,17259,17259,"B"
14000,"Credit card refinancing",0.1848180781445," 60 months","Current","9+ years","RENT",165000,8.02,0,272,168,15,6,0,0,1,62,0.489,19762,39903,39903,"D"
19500,"Credit card refinancing",0.115592958256509," 60 months","Current","6 years","RENT",94672,13.22,0,70,41,24,18,1,0,5,29,0.192,14446,199089,26275,"B"
16000,"Credit card refinancing",0.189835487579089," 36 months","Current","4 years","MORTGAGE",33000,34.29,0,195,124,18,9,3,0,3,74,0.714,51705,120986,60742,"D"
5000,"Debt consolidation",0.0698351920178626," 36 months","Current","9+ years","MORTGAGE",50000,27.24,0,140,136,27,10,2,0,0,33,0.166,3516,206057,20622,"A"
10000,"Other",0.227131611712859," 60 months","Current","1 year","RENT",85000,12.07,1,133,195,43,9,1,0,6,82,0.026,204,77362,77362,"D"
